pit_month,total,population,start_date,end_date,question,household_type,count
April,0,all_households,2016-11-01,2016-11-30,Q8b,with_only_children,0
April,0,all_households,2016-11-01,2016-11-30,Q8b,unknown_household_type,0
July,0,all_households,2016-11-01,2016-11-30,Q8b,without_children,0
July,0,all_households,2016-11-01,2016-11-30,Q8b,with_children_and_adults,0
July,0,all_households,2016-11-01,2016-11-30,Q8b,with_only_children,0
July,0,all_households,2016-11-01,2016-11-30,Q8b,unknown_household_type,0
October,0,all_households,2016-11-01,2016-11-30,Q8b,without_children,0
October,0,all_households,2016-11-01,2016-11-30,Q8b,with_children_and_adults,0
October,0,all_households,2016-11-01,2016-11-30,Q8b,with_only_children,0
October,0,all_households,2016-11-01,2016-11-30,Q8b,unknown_household_type,0
January,0,all_households,2016-12-01,2016-12-31,Q8b,without_children,0
January,0,all_households,2016-12-01,2016-12-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-12-01,2016-12-31,Q8b,with_only_children,0
January,0,all_households,2016-12-01,2016-12-31,Q8b,unknown_household_type,0
April,0,all_households,2016-12-01,2016-12-31,Q8b,without_children,0
April,0,all_households,2016-12-01,2016-12-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-12-01,2016-12-31,Q8b,with_only_children,0
April,0,all_households,2016-12-01,2016-12-31,Q8b,unknown_household_type,0
July,0,all_households,2016-12-01,2016-12-31,Q8b,without_children,0
July,0,all_households,2016-12-01,2016-12-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-12-01,2016-12-31,Q8b,with_only_children,0
July,0,all_households,2016-12-01,2016-12-31,Q8b,unknown_household_type,0
October,0,all_households,2016-12-01,2016-12-31,Q8b,without_children,0
October,0,all_households,2016-12-01,2016-12-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-12-01,2016-12-31,Q8b,with_only_children,0
October,0,all_households,2016-12-01,2016-12-31,Q8b,unknown_household_type,0
January,301,all_households,2017-01-01,2017-01-31,Q8b,without_children,247
January,301,all_households,2017-01-01,2017-01-31,Q8b,with_children_and_adults,54
January,301,all_households,2017-01-01,2017-01-31,Q8b,with_only_children,0
January,301,all_households,2017-01-01,2017-01-31,Q8b,unknown_household_type,0
April,0,all_households,2017-01-01,2017-01-31,Q8b,without_children,0
April,0,all_households,2017-01-01,2017-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-01-01,2017-01-31,Q8b,with_only_children,0
April,0,all_households,2017-01-01,2017-01-31,Q8b,unknown_household_type,0
July,0,all_households,2017-01-01,2017-01-31,Q8b,without_children,0
July,0,all_households,2017-01-01,2017-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-01-01,2017-01-31,Q8b,with_only_children,0
July,0,all_households,2017-01-01,2017-01-31,Q8b,unknown_household_type,0
October,0,all_households,2017-01-01,2017-01-31,Q8b,without_children,0
October,0,all_households,2017-01-01,2017-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-01-01,2017-01-31,Q8b,with_only_children,0
October,0,all_households,2017-01-01,2017-01-31,Q8b,unknown_household_type,0
January,0,all_households,2017-02-01,2017-02-28,Q8b,without_children,0
January,0,all_households,2017-02-01,2017-02-28,Q8b,with_children_and_adults,0
January,0,all_households,2017-02-01,2017-02-28,Q8b,with_only_children,0
January,0,all_households,2017-02-01,2017-02-28,Q8b,unknown_household_type,0
April,0,all_households,2017-02-01,2017-02-28,Q8b,without_children,0
April,0,all_households,2017-02-01,2017-02-28,Q8b,with_children_and_adults,0
April,0,all_households,2017-02-01,2017-02-28,Q8b,with_only_children,0
April,0,all_households,2017-02-01,2017-02-28,Q8b,unknown_household_type,0
July,0,all_households,2017-02-01,2017-02-28,Q8b,without_children,0
July,0,all_households,2017-02-01,2017-02-28,Q8b,with_children_and_adults,0
July,0,all_households,2017-02-01,2017-02-28,Q8b,with_only_children,0
July,0,all_households,2017-02-01,2017-02-28,Q8b,unknown_household_type,0
October,0,all_households,2017-02-01,2017-02-28,Q8b,without_children,0
October,0,all_households,2017-02-01,2017-02-28,Q8b,with_children_and_adults,0
October,0,all_households,2017-02-01,2017-02-28,Q8b,with_only_children,0
October,0,all_households,2017-02-01,2017-02-28,Q8b,unknown_household_type,0
January,0,all_households,2017-03-01,2017-03-31,Q8b,without_children,0
January,0,all_households,2017-03-01,2017-03-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-03-01,2017-03-31,Q8b,with_only_children,0
January,0,all_households,2017-03-01,2017-03-31,Q8b,unknown_household_type,0
April,0,all_households,2017-03-01,2017-03-31,Q8b,without_children,0
April,0,all_households,2017-03-01,2017-03-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-03-01,2017-03-31,Q8b,with_only_children,0
April,0,all_households,2017-03-01,2017-03-31,Q8b,unknown_household_type,0
July,0,all_households,2017-03-01,2017-03-31,Q8b,without_children,0
July,0,all_households,2017-03-01,2017-03-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-03-01,2017-03-31,Q8b,with_only_children,0
July,0,all_households,2017-03-01,2017-03-31,Q8b,unknown_household_type,0
October,0,all_households,2017-03-01,2017-03-31,Q8b,without_children,0
October,0,all_households,2017-03-01,2017-03-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-03-01,2017-03-31,Q8b,with_only_children,0
October,0,all_households,2017-03-01,2017-03-31,Q8b,unknown_household_type,0
January,0,all_households,2017-04-01,2017-04-30,Q8b,without_children,0
January,0,all_households,2017-04-01,2017-04-30,Q8b,with_children_and_adults,0
January,0,all_households,2017-04-01,2017-04-30,Q8b,with_only_children,0
January,0,all_households,2017-04-01,2017-04-30,Q8b,unknown_household_type,0
April,251,all_households,2017-04-01,2017-04-30,Q8b,without_children,213
April,251,all_households,2017-04-01,2017-04-30,Q8b,with_children_and_adults,38
April,251,all_households,2017-04-01,2017-04-30,Q8b,with_only_children,0
April,251,all_households,2017-04-01,2017-04-30,Q8b,unknown_household_type,0
July,0,all_households,2017-04-01,2017-04-30,Q8b,without_children,0
July,0,all_households,2017-04-01,2017-04-30,Q8b,with_children_and_adults,0
July,0,all_households,2017-04-01,2017-04-30,Q8b,with_only_children,0
July,0,all_households,2017-04-01,2017-04-30,Q8b,unknown_household_type,0
October,0,all_households,2017-04-01,2017-04-30,Q8b,without_children,0
October,0,all_households,2017-04-01,2017-04-30,Q8b,with_children_and_adults,0
October,0,all_households,2017-04-01,2017-04-30,Q8b,with_only_children,0
October,0,all_households,2017-04-01,2017-04-30,Q8b,unknown_household_type,0
January,0,all_households,2017-05-01,2017-05-31,Q8b,without_children,0
January,0,all_households,2017-05-01,2017-05-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-05-01,2017-05-31,Q8b,with_only_children,0
January,0,all_households,2017-05-01,2017-05-31,Q8b,unknown_household_type,0
April,0,all_households,2017-05-01,2017-05-31,Q8b,without_children,0
April,0,all_households,2017-05-01,2017-05-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-05-01,2017-05-31,Q8b,with_only_children,0
April,0,all_households,2017-05-01,2017-05-31,Q8b,unknown_household_type,0
July,0,all_households,2017-05-01,2017-05-31,Q8b,without_children,0
July,0,all_households,2017-05-01,2017-05-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-05-01,2017-05-31,Q8b,with_only_children,0
July,0,all_households,2017-05-01,2017-05-31,Q8b,unknown_household_type,0
October,0,all_households,2017-05-01,2017-05-31,Q8b,without_children,0
October,0,all_households,2017-05-01,2017-05-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-05-01,2017-05-31,Q8b,with_only_children,0
October,0,all_households,2017-05-01,2017-05-31,Q8b,unknown_household_type,0
January,0,all_households,2017-06-01,2017-06-30,Q8b,without_children,0
January,0,all_households,2017-06-01,2017-06-30,Q8b,with_children_and_adults,0
January,0,all_households,2017-06-01,2017-06-30,Q8b,with_only_children,0
January,0,all_households,2017-06-01,2017-06-30,Q8b,unknown_household_type,0
April,0,all_households,2017-06-01,2017-06-30,Q8b,without_children,0
April,0,all_households,2017-06-01,2017-06-30,Q8b,with_children_and_adults,0
April,0,all_households,2017-06-01,2017-06-30,Q8b,with_only_children,0
April,0,all_households,2017-06-01,2017-06-30,Q8b,unknown_household_type,0
July,0,all_households,2017-06-01,2017-06-30,Q8b,without_children,0
July,0,all_households,2017-06-01,2017-06-30,Q8b,with_children_and_adults,0
July,0,all_households,2017-06-01,2017-06-30,Q8b,with_only_children,0
July,0,all_households,2017-06-01,2017-06-30,Q8b,unknown_household_type,0
October,0,all_households,2017-06-01,2017-06-30,Q8b,without_children,0
October,0,all_households,2017-06-01,2017-06-30,Q8b,with_children_and_adults,0
October,0,all_households,2017-06-01,2017-06-30,Q8b,with_only_children,0
October,0,all_households,2017-06-01,2017-06-30,Q8b,unknown_household_type,0
January,0,all_households,2017-07-01,2017-07-31,Q8b,without_children,0
January,0,all_households,2017-07-01,2017-07-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-07-01,2017-07-31,Q8b,with_only_children,0
January,0,all_households,2017-07-01,2017-07-31,Q8b,unknown_household_type,0
April,0,all_households,2017-07-01,2017-07-31,Q8b,without_children,0
April,0,all_households,2017-07-01,2017-07-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-07-01,2017-07-31,Q8b,with_only_children,0
April,0,all_households,2017-07-01,2017-07-31,Q8b,unknown_household_type,0
July,285,all_households,2017-07-01,2017-07-31,Q8b,without_children,220
July,285,all_households,2017-07-01,2017-07-31,Q8b,with_children_and_adults,64
July,285,all_households,2017-07-01,2017-07-31,Q8b,with_only_children,1
July,285,all_households,2017-07-01,2017-07-31,Q8b,unknown_household_type,0
October,0,all_households,2017-07-01,2017-07-31,Q8b,without_children,0
October,0,all_households,2017-07-01,2017-07-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-07-01,2017-07-31,Q8b,with_only_children,0
October,0,all_households,2017-07-01,2017-07-31,Q8b,unknown_household_type,0
January,0,all_households,2017-08-01,2017-08-31,Q8b,without_children,0
January,0,all_households,2017-08-01,2017-08-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-08-01,2017-08-31,Q8b,with_only_children,0
January,0,all_households,2017-08-01,2017-08-31,Q8b,unknown_household_type,0
April,0,all_households,2017-08-01,2017-08-31,Q8b,without_children,0
April,0,all_households,2017-08-01,2017-08-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-08-01,2017-08-31,Q8b,with_only_children,0
April,0,all_households,2017-08-01,2017-08-31,Q8b,unknown_household_type,0
July,0,all_households,2017-08-01,2017-08-31,Q8b,without_children,0
July,0,all_households,2017-08-01,2017-08-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-08-01,2017-08-31,Q8b,with_only_children,0
July,0,all_households,2017-08-01,2017-08-31,Q8b,unknown_household_type,0
October,0,all_households,2017-08-01,2017-08-31,Q8b,without_children,0
October,0,all_households,2017-08-01,2017-08-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-08-01,2017-08-31,Q8b,with_only_children,0
October,0,all_households,2017-08-01,2017-08-31,Q8b,unknown_household_type,0
January,0,all_households,2017-09-01,2017-09-30,Q8b,without_children,0
January,0,all_households,2017-09-01,2017-09-30,Q8b,with_children_and_adults,0
January,0,all_households,2017-09-01,2017-09-30,Q8b,with_only_children,0
January,0,all_households,2017-09-01,2017-09-30,Q8b,unknown_household_type,0
April,0,all_households,2017-09-01,2017-09-30,Q8b,without_children,0
April,0,all_households,2017-09-01,2017-09-30,Q8b,with_children_and_adults,0
April,0,all_households,2017-09-01,2017-09-30,Q8b,with_only_children,0
April,0,all_households,2017-09-01,2017-09-30,Q8b,unknown_household_type,0
July,0,all_households,2017-09-01,2017-09-30,Q8b,without_children,0
July,0,all_households,2017-09-01,2017-09-30,Q8b,with_children_and_adults,0
July,0,all_households,2017-09-01,2017-09-30,Q8b,with_only_children,0
July,0,all_households,2017-09-01,2017-09-30,Q8b,unknown_household_type,0
October,0,all_households,2017-09-01,2017-09-30,Q8b,without_children,0
October,0,all_households,2017-09-01,2017-09-30,Q8b,with_children_and_adults,0
October,0,all_households,2017-09-01,2017-09-30,Q8b,with_only_children,0
October,0,all_households,2017-09-01,2017-09-30,Q8b,unknown_household_type,0
January,0,all_households,2017-10-01,2017-10-31,Q8b,without_children,0
January,0,all_households,2017-10-01,2017-10-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-10-01,2017-10-31,Q8b,with_only_children,0
January,0,all_households,2017-10-01,2017-10-31,Q8b,unknown_household_type,0
April,0,all_households,2017-10-01,2017-10-31,Q8b,without_children,0
April,0,all_households,2017-10-01,2017-10-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-10-01,2017-10-31,Q8b,with_only_children,0
April,0,all_households,2017-10-01,2017-10-31,Q8b,unknown_household_type,0
July,0,all_households,2017-10-01,2017-10-31,Q8b,without_children,0
July,0,all_households,2017-10-01,2017-10-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-10-01,2017-10-31,Q8b,with_only_children,0
July,0,all_households,2017-10-01,2017-10-31,Q8b,unknown_household_type,0
October,245,all_households,2017-10-01,2017-10-31,Q8b,without_children,195
October,245,all_households,2017-10-01,2017-10-31,Q8b,with_children_and_adults,50
October,245,all_households,2017-10-01,2017-10-31,Q8b,with_only_children,0
October,245,all_households,2017-10-01,2017-10-31,Q8b,unknown_household_type,0
January,0,all_households,2017-11-01,2017-11-30,Q8b,without_children,0
January,0,all_households,2017-11-01,2017-11-30,Q8b,with_children_and_adults,0
January,0,all_households,2017-11-01,2017-11-30,Q8b,with_only_children,0
January,0,all_households,2017-11-01,2017-11-30,Q8b,unknown_household_type,0
April,0,all_households,2017-11-01,2017-11-30,Q8b,without_children,0
April,0,all_households,2017-11-01,2017-11-30,Q8b,with_children_and_adults,0
April,0,all_households,2017-11-01,2017-11-30,Q8b,with_only_children,0
April,0,all_households,2017-11-01,2017-11-30,Q8b,unknown_household_type,0
July,0,all_households,2017-11-01,2017-11-30,Q8b,without_children,0
July,0,all_households,2017-11-01,2017-11-30,Q8b,with_children_and_adults,0
July,0,all_households,2017-11-01,2017-11-30,Q8b,with_only_children,0
July,0,all_households,2017-11-01,2017-11-30,Q8b,unknown_household_type,0
October,0,all_households,2017-11-01,2017-11-30,Q8b,without_children,0
October,0,all_households,2017-11-01,2017-11-30,Q8b,with_children_and_adults,0
October,0,all_households,2017-11-01,2017-11-30,Q8b,with_only_children,0
October,0,all_households,2017-11-01,2017-11-30,Q8b,unknown_household_type,0
January,0,all_households,2017-12-01,2017-12-31,Q8b,without_children,0
January,0,all_households,2017-12-01,2017-12-31,Q8b,with_children_and_adults,0
January,0,all_households,2017-12-01,2017-12-31,Q8b,with_only_children,0
January,0,all_households,2017-12-01,2017-12-31,Q8b,unknown_household_type,0
April,0,all_households,2017-12-01,2017-12-31,Q8b,without_children,0
April,0,all_households,2017-12-01,2017-12-31,Q8b,with_children_and_adults,0
April,0,all_households,2017-12-01,2017-12-31,Q8b,with_only_children,0
April,0,all_households,2017-12-01,2017-12-31,Q8b,unknown_household_type,0
July,0,all_households,2017-12-01,2017-12-31,Q8b,without_children,0
July,0,all_households,2017-12-01,2017-12-31,Q8b,with_children_and_adults,0
July,0,all_households,2017-12-01,2017-12-31,Q8b,with_only_children,0
July,0,all_households,2017-12-01,2017-12-31,Q8b,unknown_household_type,0
October,0,all_households,2017-12-01,2017-12-31,Q8b,without_children,0
October,0,all_households,2017-12-01,2017-12-31,Q8b,with_children_and_adults,0
October,0,all_households,2017-12-01,2017-12-31,Q8b,with_only_children,0
October,0,all_households,2017-12-01,2017-12-31,Q8b,unknown_household_type,0
January,278,all_households,2018-01-01,2018-01-31,Q8b,without_children,230
January,278,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,47
January,278,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,1
January,278,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
April,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
July,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,without_children,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,with_only_children,0
October,0,all_households,2018-01-01,2018-01-31,Q8b,unknown_household_type,0
January,0,all_households,2018-02-01,2018-02-28,Q8b,without_children,0
January,0,all_households,2018-02-01,2018-02-28,Q8b,with_children_and_adults,0
January,0,all_households,2018-02-01,2018-02-28,Q8b,with_only_children,0
January,0,all_households,2018-02-01,2018-02-28,Q8b,unknown_household_type,0
April,0,all_households,2018-02-01,2018-02-28,Q8b,without_children,0
April,0,all_households,2018-02-01,2018-02-28,Q8b,with_children_and_adults,0
April,0,all_households,2018-02-01,2018-02-28,Q8b,with_only_children,0
April,0,all_households,2018-02-01,2018-02-28,Q8b,unknown_household_type,0
July,0,all_households,2018-02-01,2018-02-28,Q8b,without_children,0
July,0,all_households,2018-02-01,2018-02-28,Q8b,with_children_and_adults,0
July,0,all_households,2018-02-01,2018-02-28,Q8b,with_only_children,0
July,0,all_households,2018-02-01,2018-02-28,Q8b,unknown_household_type,0
October,0,all_households,2018-02-01,2018-02-28,Q8b,without_children,0
October,0,all_households,2018-02-01,2018-02-28,Q8b,with_children_and_adults,0
October,0,all_households,2018-02-01,2018-02-28,Q8b,with_only_children,0
October,0,all_households,2018-02-01,2018-02-28,Q8b,unknown_household_type,0
January,0,all_households,2018-03-01,2018-03-31,Q8b,without_children,0
January,0,all_households,2018-03-01,2018-03-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-03-01,2018-03-31,Q8b,with_only_children,0
January,0,all_households,2018-03-01,2018-03-31,Q8b,unknown_household_type,0
April,0,all_households,2018-03-01,2018-03-31,Q8b,without_children,0
April,0,all_households,2018-03-01,2018-03-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-03-01,2018-03-31,Q8b,with_only_children,0
April,0,all_households,2018-03-01,2018-03-31,Q8b,unknown_household_type,0
July,0,all_households,2018-03-01,2018-03-31,Q8b,without_children,0
July,0,all_households,2018-03-01,2018-03-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-03-01,2018-03-31,Q8b,with_only_children,0
July,0,all_households,2018-03-01,2018-03-31,Q8b,unknown_household_type,0
October,0,all_households,2018-03-01,2018-03-31,Q8b,without_children,0
October,0,all_households,2018-03-01,2018-03-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-03-01,2018-03-31,Q8b,with_only_children,0
October,0,all_households,2018-03-01,2018-03-31,Q8b,unknown_household_type,0
January,0,all_households,2018-04-01,2018-04-30,Q8b,without_children,0
January,0,all_households,2018-04-01,2018-04-30,Q8b,with_children_and_adults,0
January,0,all_households,2018-04-01,2018-04-30,Q8b,with_only_children,0
January,0,all_households,2018-04-01,2018-04-30,Q8b,unknown_household_type,0
April,254,all_households,2018-04-01,2018-04-30,Q8b,without_children,208
April,254,all_households,2018-04-01,2018-04-30,Q8b,with_children_and_adults,45
April,254,all_households,2018-04-01,2018-04-30,Q8b,with_only_children,1
April,254,all_households,2018-04-01,2018-04-30,Q8b,unknown_household_type,0
July,0,all_households,2018-04-01,2018-04-30,Q8b,without_children,0
July,0,all_households,2018-04-01,2018-04-30,Q8b,with_children_and_adults,0
July,0,all_households,2018-04-01,2018-04-30,Q8b,with_only_children,0
July,0,all_households,2018-04-01,2018-04-30,Q8b,unknown_household_type,0
October,0,all_households,2018-04-01,2018-04-30,Q8b,without_children,0
October,0,all_households,2018-04-01,2018-04-30,Q8b,with_children_and_adults,0
October,0,all_households,2018-04-01,2018-04-30,Q8b,with_only_children,0
October,0,all_households,2018-04-01,2018-04-30,Q8b,unknown_household_type,0
January,0,all_households,2018-05-01,2018-05-31,Q8b,without_children,0
January,0,all_households,2018-05-01,2018-05-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-05-01,2018-05-31,Q8b,with_only_children,0
January,0,all_households,2018-05-01,2018-05-31,Q8b,unknown_household_type,0
April,0,all_households,2018-05-01,2018-05-31,Q8b,without_children,0
April,0,all_households,2018-05-01,2018-05-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-05-01,2018-05-31,Q8b,with_only_children,0
April,0,all_households,2018-05-01,2018-05-31,Q8b,unknown_household_type,0
July,0,all_households,2018-05-01,2018-05-31,Q8b,without_children,0
July,0,all_households,2018-05-01,2018-05-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-05-01,2018-05-31,Q8b,with_only_children,0
July,0,all_households,2018-05-01,2018-05-31,Q8b,unknown_household_type,0
October,0,all_households,2018-05-01,2018-05-31,Q8b,without_children,0
October,0,all_households,2018-05-01,2018-05-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-05-01,2018-05-31,Q8b,with_only_children,0
October,0,all_households,2018-05-01,2018-05-31,Q8b,unknown_household_type,0
January,0,all_households,2018-06-01,2018-06-30,Q8b,without_children,0
January,0,all_households,2018-06-01,2018-06-30,Q8b,with_children_and_adults,0
January,0,all_households,2018-06-01,2018-06-30,Q8b,with_only_children,0
January,0,all_households,2018-06-01,2018-06-30,Q8b,unknown_household_type,0
April,0,all_households,2018-06-01,2018-06-30,Q8b,without_children,0
April,0,all_households,2018-06-01,2018-06-30,Q8b,with_children_and_adults,0
April,0,all_households,2018-06-01,2018-06-30,Q8b,with_only_children,0
April,0,all_households,2018-06-01,2018-06-30,Q8b,unknown_household_type,0
July,0,all_households,2018-06-01,2018-06-30,Q8b,without_children,0
July,0,all_households,2018-06-01,2018-06-30,Q8b,with_children_and_adults,0
July,0,all_households,2018-06-01,2018-06-30,Q8b,with_only_children,0
July,0,all_households,2018-06-01,2018-06-30,Q8b,unknown_household_type,0
October,0,all_households,2018-06-01,2018-06-30,Q8b,without_children,0
October,0,all_households,2018-06-01,2018-06-30,Q8b,with_children_and_adults,0
October,0,all_households,2018-06-01,2018-06-30,Q8b,with_only_children,0
October,0,all_households,2018-06-01,2018-06-30,Q8b,unknown_household_type,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
January,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
April,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
July,239,all_households,2018-07-01,2018-07-31,Q8b,without_children,181
July,239,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,57
July,239,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,1
July,239,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,without_children,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,with_only_children,0
October,0,all_households,2018-07-01,2018-07-31,Q8b,unknown_household_type,0
January,0,all_households,2018-08-01,2018-08-31,Q8b,without_children,0
January,0,all_households,2018-08-01,2018-08-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-08-01,2018-08-31,Q8b,with_only_children,0
January,0,all_households,2018-08-01,2018-08-31,Q8b,unknown_household_type,0
April,0,all_households,2018-08-01,2018-08-31,Q8b,without_children,0
April,0,all_households,2018-08-01,2018-08-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-08-01,2018-08-31,Q8b,with_only_children,0
April,0,all_households,2018-08-01,2018-08-31,Q8b,unknown_household_type,0
July,0,all_households,2018-08-01,2018-08-31,Q8b,without_children,0
July,0,all_households,2018-08-01,2018-08-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-08-01,2018-08-31,Q8b,with_only_children,0
July,0,all_households,2018-08-01,2018-08-31,Q8b,unknown_household_type,0
October,0,all_households,2018-08-01,2018-08-31,Q8b,without_children,0
October,0,all_households,2018-08-01,2018-08-31,Q8b,with_children_and_adults,0
October,0,all_households,2018-08-01,2018-08-31,Q8b,with_only_children,0
October,0,all_households,2018-08-01,2018-08-31,Q8b,unknown_household_type,0
January,0,all_households,2018-09-01,2018-09-30,Q8b,without_children,0
January,0,all_households,2018-09-01,2018-09-30,Q8b,with_children_and_adults,0
January,0,all_households,2018-09-01,2018-09-30,Q8b,with_only_children,0
January,0,all_households,2018-09-01,2018-09-30,Q8b,unknown_household_type,0
April,0,all_households,2018-09-01,2018-09-30,Q8b,without_children,0
April,0,all_households,2018-09-01,2018-09-30,Q8b,with_children_and_adults,0
April,0,all_households,2018-09-01,2018-09-30,Q8b,with_only_children,0
April,0,all_households,2018-09-01,2018-09-30,Q8b,unknown_household_type,0
July,0,all_households,2018-09-01,2018-09-30,Q8b,without_children,0
July,0,all_households,2018-09-01,2018-09-30,Q8b,with_children_and_adults,0
July,0,all_households,2018-09-01,2018-09-30,Q8b,with_only_children,0
July,0,all_households,2018-09-01,2018-09-30,Q8b,unknown_household_type,0
October,0,all_households,2018-09-01,2018-09-30,Q8b,without_children,0
October,0,all_households,2018-09-01,2018-09-30,Q8b,with_children_and_adults,0
October,0,all_households,2018-09-01,2018-09-30,Q8b,with_only_children,0
October,0,all_households,2018-09-01,2018-09-30,Q8b,unknown_household_type,0
January,0,all_households,2018-10-01,2018-10-31,Q8b,without_children,0
January,0,all_households,2018-10-01,2018-10-31,Q8b,with_children_and_adults,0
January,0,all_households,2018-10-01,2018-10-31,Q8b,with_only_children,0
January,0,all_households,2018-10-01,2018-10-31,Q8b,unknown_household_type,0
April,0,all_households,2018-10-01,2018-10-31,Q8b,without_children,0
April,0,all_households,2018-10-01,2018-10-31,Q8b,with_children_and_adults,0
April,0,all_households,2018-10-01,2018-10-31,Q8b,with_only_children,0
April,0,all_households,2018-10-01,2018-10-31,Q8b,unknown_household_type,0
July,0,all_households,2018-10-01,2018-10-31,Q8b,without_children,0
July,0,all_households,2018-10-01,2018-10-31,Q8b,with_children_and_adults,0
July,0,all_households,2018-10-01,2018-10-31,Q8b,with_only_children,0
July,0,all_households,2018-10-01,2018-10-31,Q8b,unknown_household_type,0
October,249,all_households,2018-10-01,2018-10-31,Q8b,without_children,186
October,249,all_households,2018-10-01,2018-10-31,Q8b,with_children_and_adults,62
October,249,all_households,2018-10-01,2018-10-31,Q8b,with_only_children,1
October,249,all_households,2018-10-01,2018-10-31,Q8b,unknown_household_type,0
January,0,all_households,2018-11-01,2018-11-30,Q8b,without_children,0
January,0,all_households,2018-11-01,2018-11-30,Q8b,with_children_and_adults,0
January,0,all_households,2018-11-01,2018-11-30,Q8b,with_only_children,0
January,0,all_households,2018-11-01,2018-11-30,Q8b,unknown_household_type,0
April,0,all_households,2018-11-01,2018-11-30,Q8b,without_children,0
April,0,all_households,2018-11-01,2018-11-30,Q8b,with_children_and_adults,0
April,0,all_households,2018-11-01,2018-11-30,Q8b,with_only_children,0
April,0,all_households,2018-11-01,2018-11-30,Q8b,unknown_household_type,0
July,0,all_households,2018-11-01,2018-11-30,Q8b,without_children,0
July,0,all_households,2018-11-01,2018-11-30,Q8b,with_children_and_adults,0
July,0,all_households,2018-11-01,2018-11-30,Q8b,with_only_children,0
July,0,all_households,2018-11-01,2018-11-30,Q8b,unknown_household_type,0
